personnel_id,source_dataset,rank,unit_type,deployment_theatre,annual_fitness_grade,wsi_deterministic,wsi_noise_applied,wsi_score,stress_score,satisfaction_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,work_life_balance_score,age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
CRPF-20263034,HR_Analytics_15k,Head Constable,Signal & IT Wing,J&K (CI/Ops),SHAPE-1,54.39,-0.49,53.9,5.6,2.7,6.3,4.0,3.8,3.3,2.0,34,3.1,87.8,0,1,0,0,214,1,4,19.5,3.1,8,9,57,11,10,1,10.2,45,23,118,5,71,17,0,29.7,0.756,11.56,0.39,0.244,13.84,18.0,63.0,0,1,0,0,0,0,0,0,0,0,1,0,High
CRPF-20263035,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,55.78,0.39,56.17,4.2,1.3,5.7,3.7,3.6,3.2,2.0,31,9.2,62.4,0,0,1,-2,474,1,3,19.3,2.0,8,7,19,11,10,1,6.8,40,27,255,5,2,18,0,18.8,0.196,8.83,0.429,0.098,0.39,14.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263036,IBM_Attrition,Head Constable,Medical & Logistics,Border Outpost (LoC/IB),SHAPE-1,35.92,0.91,36.83,6.8,1.0,7.8,8.4,1.8,3.1,1.0,33,8.4,36.1,0,1,0,1,314,3,1,8.9,7.9,8,8,0,11,10,0,8.0,41,17,158,7,72,9,0,26.0,0.84,2.3,0.193,0.319,6.41,12.0,64.0,1,0,0,0,0,0,0,0,1,0,0,0,Low
CRPF-20263037,UCI_Absenteeism,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,38.45,0.32,38.78,2.7,4.0,7.3,5.1,3.0,3.7,2.9,38,17.1,61.4,0,0,0,0,580,0,5,9.6,4.9,10,9,0,12,4,0,7.0,24,31,45,5,3,14,0,31.7,0.271,13.54,0.331,0.0,0.29,-2.0,-5.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20263038,UCI_Absenteeism,Constable,General Duty (GD),Peace / Training Center,SHAPE-2,46.02,1.2,47.22,4.6,3.7,3.5,5.2,3.8,3.9,2.0,28,9.2,75.4,1,0,1,-1,268,1,4,19.4,6.6,12,7,0,6,3,0,9.4,30,36,87,2,2,11,0,24.3,0.647,9.94,0.554,0.098,0.39,4.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
CRPF-20263039,HRDataset_v14,Head Constable,General Duty (GD),Peace / Training Center,SHAPE-1,38.64,1.79,40.44,5.1,3.1,6.1,3.3,5.0,2.8,4.0,33,8.5,63.2,0,1,0,0,641,2,5,13.4,2.6,16,6,0,9,5,0,7.2,0,22,175,6,48,0,0,19.1,0.274,0.0,2.68,0.211,6.43,-26.0,40.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20263040,HR_Analytics_15k,ASI,Medical & Logistics,LWE / Bastar (Anti-Naxal),SHAPE-1,53.94,-0.26,53.68,5.9,3.2,5.5,5.3,2.9,2.8,3.0,33,3.1,38.6,4,2,0,1,381,1,5,20.5,2.5,8,8,48,8,10,1,12.2,66,29,166,2,123,15,0,23.1,0.61,13.86,0.289,0.244,25.22,37.0,115.0,0,0,1,0,0,0,0,0,1,0,0,0,High
CRPF-20263041,UCI_Absenteeism,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,51.24,-1.4,49.84,8.1,1.3,6.5,4.5,2.7,4.3,4.0,41,16.2,87.2,0,0,0,1,234,1,4,30.8,3.2,16,6,0,13,8,0,7.2,24,21,105,1,2,9,0,23.0,0.186,9.21,1.062,0.058,0.62,-2.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263042,IBM_Attrition,Sub-Inspector,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,44.76,1.1,45.86,4.7,2.0,5.4,4.2,3.3,3.8,1.9,48,6.8,8.9,0,3,0,1,583,1,2,18.3,6.8,14,6,0,8,5,0,6.7,44,39,216,4,8,3,0,25.2,0.872,2.77,0.373,0.128,1.46,18.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263043,HR_Analytics_15k,Head Constable,General Duty (GD),Static Security / VIP,SHAPE-1,37.19,-0.39,36.8,5.3,3.3,5.9,1.7,1.7,2.7,3.0,41,5.1,41.8,4,1,0,0,516,1,1,16.0,2.4,8,6,0,11,8,0,6.6,66,11,21,3,3,14,1,27.1,0.393,2.71,0.225,0.164,0.48,40.0,-5.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20263044,UCI_Absenteeism,ASI,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,53.65,-1.08,52.57,2.8,4.0,6.3,4.6,3.7,3.8,3.1,28,8.9,76.8,1,2,0,0,431,0,2,15.8,1.0,16,6,0,9,4,0,6.6,16,26,253,5,4,19,0,22.8,0.101,5.99,0.752,0.0,0.63,-10.0,-4.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263045,UCI_Absenteeism,Head Constable,Rapid Action Force (RAF),Static Security / VIP,SHAPE-1,50.57,-0.88,49.69,4.2,2.7,4.8,3.5,2.9,3.6,2.9,36,18.0,64.3,0,1,0,-2,276,1,2,30.3,10.3,10,8,0,11,11,0,9.1,21,29,71,3,1,12,0,31.3,0.542,5.13,1.165,0.053,0.3,-6.0,-7.0,0,0,0,0,0,1,0,0,0,1,0,0,Medium
CRPF-20263046,UCI_Absenteeism,Sub-Inspector,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,44.1,1.43,45.52,4.8,3.5,4.4,2.5,2.6,2.8,3.1,45,14.1,85.4,2,3,0,-1,87,0,5,13.2,3.4,8,4,0,8,11,0,7.4,22,29,95,5,8,8,0,33.1,0.225,10.99,0.489,0.0,1.06,-5.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
CRPF-20263047,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,48.47,0.27,48.74,5.8,1.2,4.9,6.1,4.9,3.6,3.0,39,4.2,62.0,0,0,0,0,214,2,3,14.1,2.6,8,9,43,7,6,1,13.1,0,45,133,6,1,6,0,19.1,0.5,5.84,2.82,0.385,0.14,-26.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263048,UCI_Absenteeism,Assistant Commandant,General Duty (GD),Border Outpost (LoC/IB),SHAPE-4,47.48,-0.1,47.38,6.7,3.7,6.7,2.7,5.0,3.4,2.0,47,14.6,86.1,2,5,3,0,545,0,2,22.5,6.5,8,7,0,13,6,0,7.4,33,17,187,3,1,14,0,30.4,0.417,5.42,0.592,0.0,0.22,7.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263049,HR_Analytics_15k,Sub-Inspector,VIP Security Wing,LWE / Bastar (Anti-Naxal),SHAPE-2,52.58,-0.04,52.54,7.6,3.7,6.6,5.5,2.4,4.1,3.0,34,3.0,59.2,1,3,1,0,416,1,2,9.3,3.0,10,6,0,8,11,0,9.7,0,36,187,5,0,13,0,28.5,0.75,5.28,1.86,0.25,0.0,-29.0,-8.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
CRPF-20263050,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,51.52,-1.55,49.96,6.1,3.1,4.4,5.9,3.2,3.6,3.1,41,12.3,100.0,1,0,0,-1,605,0,3,15.8,2.7,12,8,0,11,7,0,8.8,13,54,107,0,3,7,0,24.3,0.203,6.24,0.878,0.0,0.47,-13.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263051,UCI_Absenteeism,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,48.99,-0.96,48.03,2.9,2.9,8.9,5.9,4.2,4.1,2.8,34,13.1,98.9,2,0,0,1,202,0,5,22.9,3.3,16,6,0,12,5,0,8.6,49,27,68,3,8,15,0,29.0,0.234,13.86,0.424,0.0,1.83,23.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20263052,IBM_Attrition,Head Constable,General Duty (GD),Peace / Training Center,SHAPE-2,37.62,-0.23,37.38,8.3,1.0,2.6,6.4,3.7,3.3,3.1,36,12.5,9.3,0,1,1,0,234,1,2,15.0,0.7,14,7,0,9,9,0,6.0,56,28,65,4,125,5,0,30.2,0.052,3.58,0.246,0.074,18.75,30.0,117.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20263053,HR_Analytics_15k,ASI,General Duty (GD),J&K (CI/Ops),SHAPE-2,39.94,0.07,40.01,3.9,1.9,5.0,3.4,3.3,3.2,3.0,40,4.9,35.8,2,2,1,0,87,1,5,21.9,4.9,10,8,0,8,9,0,6.0,3,27,52,4,8,5,0,29.8,0.831,8.96,2.738,0.169,1.75,-23.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20263054,HRDataset_v14,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,55.72,-1.1,54.61,7.3,2.4,5.9,2.7,2.3,2.1,3.1,50,13.2,70.7,1,0,0,0,74,2,3,11.9,1.5,16,6,0,11,8,0,7.2,0,34,129,6,48,11,1,31.2,0.106,7.45,2.38,0.141,5.71,-26.0,40.0,0,0,0,0,0,1,0,1,0,0,0,0,High
CRPF-20263055,HR_Analytics_15k,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,51.58,1.05,52.63,3.5,3.6,2.8,6.8,3.3,3.3,2.9,41,5.0,78.9,2,0,0,0,152,1,2,21.1,0.7,14,8,50,7,6,1,12.1,0,30,66,2,2,9,0,23.6,0.117,4.61,4.22,0.167,0.42,-26.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20263056,HR_Analytics_15k,ASI,General Duty (GD),J&K (CI/Ops),SHAPE-1,53.13,0.78,53.91,5.4,3.9,4.3,4.8,4.1,3.3,1.0,30,2.0,74.1,1,2,0,-1,199,0,2,15.6,2.0,10,7,0,10,12,0,9.3,12,24,141,3,1,8,1,27.1,0.667,4.39,0.918,0.0,0.16,-14.0,-7.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263057,IBM_Attrition,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,42.7,0.5,43.2,4.7,1.0,4.6,5.8,3.3,3.1,1.9,39,12.9,54.5,1,0,0,0,341,2,5,23.5,1.2,10,8,0,9,7,0,6.0,63,24,82,5,2,14,0,26.2,0.086,13.54,0.346,0.144,0.47,37.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263058,UCI_Absenteeism,ASI,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,45.88,-0.21,45.67,8.6,1.3,6.7,4.4,3.9,2.0,3.1,29,3.0,100.0,1,2,0,0,507,0,2,12.0,3.0,10,7,0,9,9,0,6.9,11,52,111,2,8,4,0,26.6,0.75,3.22,0.75,0.0,0.96,-15.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20263059,HR_Analytics_15k,Constable,Medical & Logistics,North-East (Counter-Insurgency),SHAPE-1,50.79,-0.26,50.52,4.8,3.4,5.1,5.3,4.9,2.8,2.0,34,3.0,82.5,2,0,0,-2,458,3,2,7.9,1.4,10,9,28,11,12,1,11.5,7,26,131,3,125,9,0,25.0,0.35,4.61,0.658,0.75,9.88,-22.0,117.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
CRPF-20263060,HR_Analytics_15k,ASI,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-1,45.07,-2.5,42.57,6.1,2.0,5.1,6.0,2.8,3.6,2.9,30,2.0,50.7,1,2,0,0,189,1,5,14.1,2.0,8,8,0,11,6,0,7.9,17,41,88,5,16,17,0,23.9,0.667,14.45,0.641,0.333,2.26,-10.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
CRPF-20263061,IBM_Attrition,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-2,47.09,0.9,47.99,6.7,2.1,3.1,5.2,4.6,2.4,2.9,42,24.0,52.6,2,0,1,0,445,2,5,17.7,4.0,14,6,0,4,8,0,6.5,0,34,122,4,2,6,0,24.4,0.16,9.73,3.54,0.08,0.35,-26.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263062,HR_Analytics_15k,Constable,General Duty (GD),Peace / Training Center,SHAPE-2,37.78,-0.76,37.02,5.3,2.7,4.3,2.3,3.6,4.3,3.0,33,2.9,48.1,1,0,1,2,549,0,2,23.0,2.9,10,5,0,9,13,0,9.0,56,15,109,2,4,7,0,24.1,0.744,4.16,0.377,0.0,0.92,30.0,-4.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20263063,HRDataset_v14,Sub-Inspector,General Duty (GD),J&K (CI/Ops),SHAPE-3,53.81,1.09,54.9,4.2,2.4,3.6,1.1,3.5,2.7,3.0,55,17.0,31.6,0,3,2,2,464,1,2,22.0,4.1,8,8,63,7,6,1,14.8,8,45,248,2,134,4,0,24.6,0.228,3.22,1.692,0.056,29.48,-18.0,126.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263064,UCI_Absenteeism,Constable,Rapid Action Force (RAF),Static Security / VIP,SHAPE-2,61.1,1.02,62.12,3.1,1.3,6.9,3.1,3.7,3.9,2.0,32,11.9,100.0,3,0,1,-1,605,2,1,27.4,8.1,10,4,0,4,7,0,7.0,55,48,173,0,0,11,1,25.7,0.628,2.48,0.457,0.155,0.0,28.0,-8.0,0,0,0,0,0,1,0,0,0,1,0,0,High
CRPF-20263065,IBM_Attrition,Head Constable,General Duty (GD),Peace / Training Center,SHAPE-1,41.58,-0.7,40.88,6.2,4.0,4.4,3.0,3.9,2.4,3.0,33,10.0,67.9,1,1,0,0,601,2,5,18.4,4.3,14,8,28,9,10,1,6.0,54,5,100,4,124,6,0,31.4,0.391,9.73,0.312,0.182,22.82,28.0,116.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20263066,IBM_Attrition,ASI,General Duty (GD),Peace / Training Center,SHAPE-1,38.2,-1.87,36.32,5.4,4.0,6.3,2.9,4.5,2.9,2.9,36,12.1,13.1,1,2,0,-2,223,1,5,20.0,2.6,8,9,0,7,6,0,6.0,43,55,116,4,16,6,0,19.5,0.198,9.73,0.417,0.076,3.2,17.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20263067,HRDataset_v14,Head Constable,General Duty (GD),Static Security / VIP,SHAPE-1,45.77,1.43,47.2,5.7,3.2,2.7,5.1,2.3,4.3,2.9,41,15.4,36.8,0,1,0,0,243,1,1,17.7,4.3,10,4,16,9,9,1,16.0,16,33,66,3,134,12,0,24.5,0.262,2.56,0.843,0.061,23.72,-10.0,126.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20263068,IBM_Attrition,Constable,Medical & Logistics,J&K (CI/Ops),SHAPE-1,49.84,1.24,51.08,5.1,4.0,4.7,3.7,3.7,5.0,2.0,59,3.1,9.1,1,0,0,0,229,0,3,14.6,3.1,10,7,33,9,13,1,6.0,42,23,210,7,8,12,0,30.4,0.756,7.69,0.311,0.0,1.17,13.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
CRPF-20263069,HRDataset_v14,ASI,Signal & IT Wing,J&K (CI/Ops),SHAPE-1,51.87,-0.2,51.66,5.5,3.9,3.5,3.6,2.7,2.6,3.1,54,19.4,22.9,0,2,0,-1,442,0,2,13.9,3.3,10,4,34,8,8,1,16.0,25,31,73,2,16,14,0,32.6,0.162,5.42,0.463,0.0,2.22,-2.0,8.0,0,1,0,0,0,0,0,0,0,0,1,0,Medium
CRPF-20263070,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,56.83,0.36,57.19,4.9,2.8,6.5,4.1,4.0,4.4,3.1,31,2.0,85.3,3,0,0,-2,385,1,4,11.7,2.0,12,6,0,10,13,0,6.0,34,45,186,2,3,9,0,21.8,0.667,9.21,0.3,0.333,0.35,8.0,-5.0,1,0,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263071,IBM_Attrition,Head Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-2,39.5,1.38,40.88,2.7,4.0,5.6,7.0,2.8,2.9,3.0,32,9.2,4.3,1,1,1,0,536,1,3,28.6,2.2,10,6,23,12,13,1,6.0,14,10,78,4,2,8,0,23.5,0.216,6.59,1.505,0.098,0.57,-12.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20263072,IBM_Attrition,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,52.38,0.97,53.35,5.6,3.0,8.3,5.3,2.8,3.8,3.0,42,7.2,83.6,0,0,0,-1,655,1,4,28.8,2.6,10,7,18,8,5,1,6.3,15,57,121,2,8,14,0,27.5,0.317,10.83,1.44,0.122,2.3,-11.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,High
CRPF-20263073,IBM_Attrition,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,41.3,-0.5,40.8,3.0,3.0,5.9,8.0,3.7,3.9,3.0,27,7.7,4.6,2,0,0,0,105,1,5,16.0,2.3,14,5,0,13,6,0,6.3,43,28,119,4,8,11,0,31.2,0.264,12.42,0.333,0.115,1.28,17.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20263074,UCI_Absenteeism,Constable,Medical & Logistics,J&K (CI/Ops),SHAPE-1,53.15,-1.12,52.03,4.7,3.9,6.1,5.5,3.9,3.9,1.0,36,18.0,61.4,0,0,0,0,303,2,5,16.8,13.5,10,6,21,10,8,1,8.2,38,35,206,3,3,5,0,31.1,0.711,8.96,0.391,0.105,0.5,9.0,-5.0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
CRPF-20263075,HRDataset_v14,Constable,VIP Security Wing,J&K (CI/Ops),SHAPE-1,50.5,0.53,51.03,6.9,3.2,4.4,3.5,3.1,2.8,2.0,39,13.9,29.5,0,0,0,0,693,1,3,13.9,1.7,14,8,0,10,9,0,6.9,0,28,130,6,64,24,0,28.5,0.114,9.66,2.78,0.067,8.9,-29.0,56.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
CRPF-20263076,UCI_Absenteeism,Sub-Inspector,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,56.66,-0.11,56.55,5.8,1.4,4.4,3.9,3.8,2.4,3.0,48,9.0,100.0,0,3,0,-1,381,0,2,18.6,1.7,14,7,0,8,7,0,10.4,52,29,83,6,0,14,1,23.5,0.17,5.42,0.326,0.0,0.0,25.0,-8.0,0,1,0,0,0,0,0,0,0,1,0,0,High
CRPF-20263077,HR_Analytics_15k,Constable,Signal & IT Wing,Peace / Training Center,SHAPE-1,40.13,0.12,40.25,3.1,2.2,6.5,5.5,4.2,3.3,3.0,34,3.0,34.9,2,0,0,-1,537,1,1,21.9,3.0,12,7,0,12,8,0,6.7,63,23,28,4,3,14,0,19.4,0.75,2.71,0.322,0.25,0.66,36.0,-5.0,0,0,0,0,1,0,0,0,0,0,1,0,Low
CRPF-20263078,UCI_Absenteeism,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,42.39,-0.42,41.96,4.3,2.3,7.8,5.9,3.0,3.7,2.9,28,9.2,78.0,1,0,0,0,599,0,1,19.1,4.1,8,9,0,10,13,0,7.4,34,22,67,7,2,11,0,23.9,0.402,2.48,0.49,0.0,0.38,8.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
CRPF-20263079,HRDataset_v14,Constable,VIP Security Wing,J&K (CI/Ops),SHAPE-2,53.02,-1.76,51.26,8.1,3.3,3.4,7.2,2.2,2.7,4.0,22,4.0,26.3,0,0,1,2,414,2,2,20.2,4.0,14,7,0,8,13,0,6.9,22,26,73,3,148,22,0,39.0,0.8,6.27,0.748,0.4,29.9,-7.0,140.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
CRPF-20263080,HR_Analytics_15k,ASI,Medical & Logistics,Border Outpost (LoC/IB),SHAPE-1,48.79,0.36,49.15,6.8,2.9,6.5,6.5,3.8,3.0,2.9,34,3.1,86.7,2,2,0,0,246,1,1,16.4,2.2,10,7,43,9,4,1,10.4,43,11,183,6,3,17,0,31.8,0.537,2.89,0.342,0.244,0.49,14.0,-5.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
CRPF-20263081,HR_Analytics_15k,Head Constable,Rapid Action Force (RAF),North-East (Counter-Insurgency),SHAPE-1,52.72,0.19,52.91,2.8,2.9,2.9,7.5,3.2,4.0,2.9,34,3.0,47.3,0,1,0,0,404,2,5,13.2,3.0,10,6,26,4,8,1,10.6,0,35,97,4,90,8,1,31.4,0.75,10.99,2.64,0.5,11.88,-27.0,82.0,0,0,0,1,0,0,0,0,0,1,0,0,Medium
CRPF-20263082,UCI_Absenteeism,Constable,Rapid Action Force (RAF),LWE / Bastar (Anti-Naxal),SHAPE-1,42.0,1.64,43.65,3.7,2.5,8.1,4.5,3.4,2.8,3.0,37,18.2,64.2,0,0,0,1,692,1,3,14.1,3.0,10,6,0,8,9,0,7.2,43,25,56,5,3,12,0,31.5,0.156,7.69,0.294,0.052,0.42,16.0,-5.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
CRPF-20263083,HR_Analytics_15k,Constable,Rapid Action Force (RAF),North-East (Counter-Insurgency),SHAPE-1,49.64,-0.1,49.54,1.6,2.2,4.8,2.6,3.9,3.6,2.9,34,2.9,26.2,4,0,0,-1,217,1,1,18.9,2.2,12,7,0,11,5,0,6.8,0,48,263,5,8,7,0,33.7,0.564,2.08,3.78,0.256,1.51,-27.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,Medium
CRPF-20263084,HR_Analytics_15k,Inspector,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,51.33,-2.5,48.83,6.7,3.6,5.2,5.3,3.4,3.0,3.1,35,3.1,70.3,2,4,0,0,677,1,1,20.1,2.6,8,7,0,10,13,0,8.6,16,23,103,5,73,12,1,29.0,0.634,2.56,0.957,0.244,14.67,-11.0,65.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20263085,UCI_Absenteeism,ASI,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,39.44,-0.28,39.16,4.7,2.6,6.3,3.0,4.8,3.3,3.1,27,9.0,79.2,1,2,0,-1,259,1,3,20.6,9.0,10,8,0,9,9,0,8.7,33,15,84,3,1,3,0,23.8,0.9,4.16,0.542,0.1,0.21,7.0,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
CRPF-20263086,IBM_Attrition,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-3,42.28,0.18,42.46,5.8,4.0,6.5,4.2,2.7,2.3,4.0,36,7.3,26.6,0,0,2,-1,228,1,1,14.8,0.6,8,8,0,12,14,0,6.0,27,20,92,5,4,14,0,21.6,0.072,2.71,0.462,0.12,0.59,1.0,-4.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
CRPF-20263087,HRDataset_v14,Constable,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-1,31.37,-1.04,30.33,6.1,2.4,6.7,4.1,4.4,3.2,3.0,32,1.7,23.4,0,0,0,0,146,0,5,14.9,1.7,8,8,0,9,9,0,6.8,21,17,36,5,57,6,0,31.4,0.63,9.73,0.573,0.0,8.49,-6.0,49.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
CRPF-20263088,UCI_Absenteeism,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,50.18,-1.21,48.97,2.3,3.0,5.0,6.5,4.2,2.9,3.1,36,13.7,80.8,1,0,0,0,368,1,2,15.9,2.3,12,7,0,9,10,0,6.6,0,54,83,0,4,6,0,27.6,0.156,3.89,3.18,0.068,0.64,-26.0,-4.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20263089,IBM_Attrition,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,45.88,-2.36,43.52,3.5,3.9,5.9,4.7,3.7,3.8,3.0,27,5.9,13.4,0,0,1,1,127,2,4,8.2,5.9,8,7,43,10,15,1,9.1,44,25,85,3,160,7,0,31.2,0.855,8.32,0.167,0.29,13.12,18.0,152.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263090,UCI_Absenteeism,ASI,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,45.51,0.36,45.87,3.4,3.0,4.1,3.5,2.7,3.3,3.1,39,16.8,61.6,2,2,1,0,187,1,5,9.8,4.6,8,4,22,5,5,1,7.1,70,30,313,6,2,11,0,22.2,0.258,12.42,0.131,0.056,0.2,44.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20263091,HR_Analytics_15k,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,34.57,-0.17,34.41,6.1,2.1,3.8,5.3,3.2,2.8,2.9,34,2.9,7.6,2,0,0,-2,555,1,3,8.3,2.1,10,5,0,7,10,0,6.5,49,22,55,3,0,9,0,19.9,0.538,6.91,0.154,0.256,0.0,23.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20263092,IBM_Attrition,Sub-Inspector,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-2,55.49,0.85,56.34,2.9,3.0,3.2,2.8,2.6,4.1,3.0,50,31.0,27.1,0,3,1,-2,75,1,4,30.7,2.7,10,7,41,8,11,1,6.0,36,32,127,4,4,9,0,30.5,0.084,9.21,0.749,0.031,1.23,10.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,High
CRPF-20263093,HR_Analytics_15k,Head Constable,CoBRA Strike Unit,Peace / Training Center,SHAPE-2,51.55,0.86,52.41,7.5,3.2,4.1,3.4,1.9,3.3,2.0,32,3.1,21.3,0,1,1,-2,212,1,2,15.6,2.5,8,9,38,10,13,1,12.1,51,39,215,0,1,4,0,24.1,0.61,3.22,0.279,0.244,0.16,24.0,-7.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
CRPF-20263094,HR_Analytics_15k,Constable,General Duty (GD),Static Security / VIP,SHAPE-2,55.18,0.88,56.06,4.8,3.7,4.4,3.8,3.6,3.3,3.0,31,2.0,72.3,4,0,1,-1,191,4,4,17.6,1.3,14,6,28,10,6,1,11.9,3,23,151,4,2,22,0,25.1,0.433,12.54,2.2,1.333,0.35,-23.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,High
