age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
34,2.9,44.4,0,1,0,-1,340,2,5,23.0,2.9,8,6,0,10,7,0,6.1,27,52,187,1,131,7,1,22.8,0.744,10.4,0.719,0.513,30.13,1.0,123.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
37,10.3,42.8,0,1,0,-2,507,0,2,11.0,4.3,10,6,0,6,6,0,9.3,66,26,161,5,0,9,0,28.4,0.381,4.61,0.155,0.0,0.0,40.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
29,1.0,100.0,2,1,0,-1,515,0,4,11.2,1.0,10,4,0,10,13,0,9.2,47,50,176,1,1,11,0,22.8,0.5,9.94,0.215,0.0,0.11,18.0,-7.0,0,0,1,0,0,0,0,0,1,0,0,0,High
40,22.0,8.7,2,2,0,1,351,2,4,16.0,2.1,12,6,0,10,11,0,6.0,33,22,172,3,16,1,0,25.2,0.091,2.77,0.421,0.087,2.56,7.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
38,4.2,69.2,2,5,0,0,273,0,1,13.5,4.2,12,6,40,9,12,1,12.0,3,60,178,3,8,10,0,28.5,0.808,2.4,1.688,0.0,1.08,-23.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
30,12.0,41.3,0,0,2,1,232,2,4,17.3,2.9,12,6,16,8,10,1,8.4,7,37,235,4,0,7,0,22.5,0.223,8.32,1.442,0.154,0.0,-20.0,-8.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
44,23.5,31.4,0,0,0,1,349,0,3,20.4,1.5,8,6,34,9,6,1,9.2,58,45,141,5,1,5,0,22.6,0.061,5.38,0.324,0.0,0.2,32.0,-7.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
31,13.0,18.6,1,0,0,2,255,0,2,18.2,4.5,10,8,0,8,13,0,6.0,13,60,125,3,2,22,0,23.3,0.321,6.27,1.011,0.0,0.36,-13.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
30,1.9,28.5,1,2,1,0,430,1,4,11.5,1.9,12,6,0,10,10,0,8.2,0,13,119,4,2,24,1,31.1,0.655,12.88,2.3,0.345,0.23,-26.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,8.1,35.9,1,0,0,0,628,0,3,13.6,3.9,12,7,0,7,6,0,8.3,54,20,51,4,69,6,0,25.7,0.429,5.84,0.231,0.0,9.38,28.0,61.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
33,11.5,100.0,3,0,0,0,621,0,4,19.3,0.6,12,9,24,12,10,1,6.8,26,12,155,5,24,8,0,25.2,0.048,8.79,0.623,0.0,4.63,-1.0,16.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
34,3.0,47.6,1,0,0,0,30,2,2,11.7,3.0,8,9,0,10,6,0,8.5,15,23,75,1,154,6,0,32.4,0.75,3.89,0.585,0.5,18.02,-11.0,146.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
43,7.6,37.1,0,3,0,0,200,4,5,14.9,7.6,10,9,0,10,12,0,7.9,39,38,214,4,59,14,0,24.4,0.884,13.54,0.339,0.465,8.79,13.0,51.0,0,1,0,0,0,0,0,1,0,0,0,0,High
34,3.1,86.7,0,3,0,0,56,1,1,24.6,3.1,12,7,61,10,10,1,10.2,41,18,27,3,4,6,0,26.2,0.756,1.95,0.535,0.244,0.98,14.0,-4.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
30,2.0,8.9,1,0,0,0,96,1,2,23.4,2.0,10,5,0,7,13,0,9.5,39,39,131,4,3,5,0,29.2,0.667,3.58,0.532,0.333,0.7,13.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
38,10.0,40.7,0,3,0,-1,479,4,5,13.9,2.7,10,8,30,10,8,1,8.1,11,60,137,5,2,10,0,27.6,0.245,11.99,0.869,0.364,0.28,-16.0,-6.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
44,14.9,44.8,0,3,0,-1,343,1,2,22.5,14.9,12,7,0,11,16,0,6.9,0,36,87,2,24,8,0,31.1,0.937,4.39,4.5,0.063,5.4,-29.0,16.0,0,0,1,0,0,0,0,0,1,0,0,0,High
37,9.5,40.1,0,1,0,-1,92,0,2,21.7,2.1,16,6,0,10,9,0,7.6,0,10,162,7,8,7,0,28.7,0.2,4.16,4.34,0.0,1.74,-26.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
54,19.6,35.1,4,0,0,0,425,0,3,18.2,5.8,10,7,0,10,12,0,6.0,38,33,208,0,1,14,0,31.7,0.282,8.12,0.423,0.0,0.18,12.0,-7.0,0,1,0,0,0,0,0,1,0,0,0,0,High
36,10.3,41.2,0,0,0,-1,522,0,2,25.0,0.5,12,7,0,5,13,0,8.7,61,52,124,4,1,21,0,28.8,0.044,6.18,0.379,0.0,0.25,35.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,High
42,5.0,24.1,2,0,0,1,549,1,4,23.9,1.2,10,6,64,3,3,1,13.8,64,48,60,6,16,6,0,27.8,0.2,7.78,0.346,0.167,3.82,38.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
29,2.0,49.8,1,0,1,-1,68,1,1,12.9,2.0,10,6,0,11,9,0,6.6,46,29,199,3,2,13,1,25.2,0.667,2.64,0.253,0.333,0.26,20.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
39,18.8,4.4,1,2,0,0,210,0,3,17.3,3.4,10,7,0,7,11,0,8.2,32,49,83,2,73,9,0,23.7,0.172,6.91,0.468,0.0,12.63,6.0,65.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
36,11.1,94.6,4,0,2,1,667,1,2,14.4,5.9,10,8,0,11,10,0,7.0,52,37,190,6,3,6,0,24.2,0.488,3.89,0.253,0.083,0.43,25.0,-5.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
30,10.2,13.7,1,1,0,1,329,0,5,11.1,6.6,16,6,0,11,12,0,6.6,0,42,121,6,118,19,0,22.6,0.589,14.98,2.22,0.0,13.1,-26.0,110.0,0,1,0,0,0,0,0,1,0,0,0,0,High
39,8.1,13.7,0,2,0,1,634,1,4,24.7,2.5,10,5,0,10,11,0,7.7,0,23,99,5,8,11,0,36.8,0.275,9.94,4.94,0.11,1.98,-26.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
34,13.4,99.6,2,0,0,1,632,1,2,13.6,3.9,10,7,0,13,9,0,7.4,45,13,123,4,3,21,0,29.4,0.271,6.18,0.272,0.069,0.41,18.0,-5.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
50,7.1,52.1,1,0,0,0,627,2,2,21.2,7.1,8,6,15,10,2,1,13.1,4,25,63,3,8,9,0,25.0,0.877,4.61,2.356,0.247,1.7,-22.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
48,28.0,17.8,0,0,1,0,631,1,5,20.7,4.1,10,5,0,10,6,0,6.0,30,15,138,4,2,4,0,23.0,0.141,8.05,0.591,0.034,0.41,4.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
32,12.8,99.3,2,0,0,2,91,1,4,17.3,1.1,12,5,0,13,7,0,6.7,0,25,95,4,0,11,1,30.7,0.08,9.94,3.46,0.072,0.0,-27.0,-8.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
33,3.0,56.4,0,2,0,0,159,1,1,17.6,3.0,12,5,46,14,9,1,11.8,0,10,106,2,71,20,0,28.0,0.75,3.04,3.52,0.25,12.5,-26.0,63.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
34,9.2,31.7,2,2,2,-1,639,0,1,37.1,6.3,8,6,0,7,8,0,8.3,22,43,226,2,8,10,0,26.7,0.618,2.4,1.374,0.0,2.97,-7.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,High
42,24.0,17.6,0,3,0,-1,604,2,5,23.9,3.4,14,8,0,13,11,0,8.1,33,25,50,9,0,20,0,22.3,0.136,15.22,0.629,0.08,0.0,7.0,-8.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
48,15.4,33.1,0,2,0,0,645,0,5,12.0,3.4,14,6,0,12,14,0,7.9,58,32,92,3,49,12,0,24.7,0.207,12.82,0.19,0.0,5.88,31.0,41.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
30,8.9,64.2,0,1,2,-2,105,2,4,15.6,8.6,8,9,0,7,8,0,8.8,7,35,83,5,2,12,0,19.1,0.869,10.26,1.3,0.202,0.31,-20.0,-6.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
50,5.7,82.8,2,0,0,1,269,2,4,13.6,5.7,10,8,0,12,9,0,7.0,0,33,98,1,95,24,0,24.5,0.851,12.88,2.72,0.299,12.92,-26.0,87.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
42,8.3,39.7,2,0,1,0,566,3,1,11.4,8.3,8,8,0,9,12,0,7.0,28,48,96,4,151,9,0,31.1,0.892,2.3,0.345,0.323,17.21,2.0,143.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
37,10.2,42.1,0,0,2,0,298,1,5,15.0,3.6,10,5,0,12,15,0,7.0,26,38,28,3,5,8,0,27.8,0.321,10.99,0.484,0.089,0.75,-1.0,-3.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
45,24.0,100.0,1,1,0,0,649,0,2,14.4,1.5,10,8,0,8,7,0,6.0,44,9,45,8,8,4,0,19.3,0.06,3.22,0.294,0.0,1.15,17.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
37,18.7,65.8,0,2,0,0,368,0,2,19.5,0.5,12,7,0,11,6,0,10.4,54,22,57,3,8,12,0,31.2,0.025,5.13,0.331,0.0,1.56,28.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
54,7.5,26.3,0,1,0,-1,217,2,1,11.1,7.5,10,6,0,15,10,0,6.7,26,40,151,0,120,8,0,27.7,0.882,2.2,0.358,0.235,13.32,-1.0,112.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
22,4.0,32.9,0,4,0,0,117,0,3,8.6,3.6,16,6,0,10,5,0,7.1,31,24,133,5,95,5,0,26.0,0.72,5.38,0.239,0.0,8.17,5.0,87.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
41,3.0,40.1,0,4,2,1,543,1,4,14.3,3.0,10,8,20,12,10,1,9.6,21,26,95,5,2,13,0,30.9,0.75,10.56,0.55,0.25,0.29,-6.0,-6.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
34,2.9,11.5,2,1,1,0,399,2,4,18.3,2.9,8,7,36,14,17,1,11.7,50,34,230,4,155,5,0,22.4,0.744,7.17,0.333,0.513,28.36,24.0,147.0,0,1,0,0,0,0,0,1,0,0,0,0,High
29,9.0,31.2,1,2,0,-1,417,0,4,17.2,1.5,16,6,0,6,6,0,7.3,0,17,53,6,3,16,0,24.6,0.15,11.33,3.44,0.0,0.52,-26.0,-5.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
37,11.1,94.3,4,0,0,-2,253,0,1,27.1,1.0,14,5,0,8,4,0,6.9,13,23,179,1,8,10,0,23.2,0.083,2.4,1.506,0.0,2.17,-14.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,Medium
34,3.0,45.5,0,0,0,-1,454,0,4,16.5,2.3,16,6,0,10,5,0,8.2,0,53,292,2,3,4,0,31.4,0.575,6.44,3.3,0.0,0.5,-27.0,-5.0,0,0,0,0,1,0,0,0,0,0,1,0,Medium
35,3.1,88.0,0,2,0,0,462,0,5,18.6,3.1,10,8,0,7,4,0,6.5,5,24,131,4,8,7,1,31.1,0.756,10.4,1.86,0.0,1.49,-21.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
36,10.6,100.0,2,1,0,0,419,0,2,24.6,3.3,8,6,0,11,10,0,6.9,65,42,60,2,8,13,0,21.1,0.284,5.28,0.351,0.0,1.97,38.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
27,7.7,11.6,0,4,0,0,357,2,4,23.0,0.7,12,9,0,7,12,0,6.9,18,28,113,5,120,24,0,31.4,0.08,12.88,1.0,0.23,27.6,-9.0,112.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
35,3.0,21.6,2,0,0,-2,180,1,5,17.9,3.0,8,8,0,8,4,0,9.2,47,31,197,5,1,4,0,28.6,0.75,8.05,0.344,0.25,0.18,21.0,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
30,2.0,33.2,0,1,0,0,228,3,3,22.7,2.0,14,8,56,13,8,1,11.5,1,20,68,4,8,23,0,29.7,0.667,9.53,3.783,1.0,1.82,-25.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
40,5.1,31.4,0,0,3,1,629,1,2,25.5,5.1,12,7,61,11,9,1,10.5,48,27,165,3,5,3,1,22.9,0.836,2.77,0.481,0.164,1.28,21.0,-3.0,1,0,0,0,0,0,0,0,0,1,0,0,High
34,11.8,47.1,2,0,0,-1,377,1,2,22.9,5.2,10,8,0,14,11,0,7.2,17,17,225,3,132,8,0,23.9,0.406,4.39,1.041,0.078,30.23,-10.0,124.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
46,7.8,8.8,1,0,1,1,257,1,2,23.5,6.2,12,8,28,8,6,1,6.0,54,7,154,5,8,7,0,25.0,0.705,4.16,0.398,0.114,1.88,28.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
51,14.3,33.9,1,0,0,2,610,1,5,18.2,4.0,14,6,0,10,10,0,7.2,44,25,74,8,48,20,0,25.2,0.261,15.22,0.371,0.065,8.74,18.0,40.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
29,2.0,44.2,0,2,0,0,100,1,2,20.0,2.0,14,6,0,10,12,0,7.1,6,25,97,0,3,9,0,25.4,0.667,4.61,1.818,0.333,0.6,-20.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
38,4.0,37.4,1,0,0,-2,367,0,3,15.7,4.0,14,6,0,8,8,0,7.5,12,33,99,1,8,8,0,24.7,0.8,6.59,0.924,0.0,1.26,-15.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
34,6.1,34.7,0,4,0,0,446,1,5,24.2,6.1,10,6,0,10,6,0,8.2,65,30,164,2,8,24,0,30.5,0.859,16.09,0.346,0.141,1.94,36.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,Medium
29,2.0,17.2,1,1,2,1,92,1,3,21.4,2.0,12,4,0,13,6,0,6.0,36,19,140,3,3,12,0,29.4,0.667,7.69,0.522,0.333,0.64,10.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
33,3.0,13.7,0,0,1,0,236,2,4,21.6,2.8,8,8,51,15,5,1,11.8,60,24,174,5,8,9,0,30.0,0.7,9.21,0.332,0.5,1.73,33.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
29,11.0,49.2,2,1,0,0,397,0,1,8.3,3.8,12,5,20,9,18,1,13.3,64,19,117,7,48,17,0,19.3,0.317,2.89,0.12,0.0,3.98,38.0,40.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
34,5.8,4.7,2,3,0,-1,516,1,2,9.1,2.0,10,7,54,8,10,1,6.0,0,17,71,4,56,7,0,25.2,0.294,4.16,1.82,0.147,5.1,-27.0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,Low
30,2.0,68.1,1,2,0,0,215,2,2,12.1,2.0,10,6,0,13,12,0,7.9,22,28,41,5,2,11,0,21.8,0.667,4.97,0.448,0.667,0.24,-4.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
37,10.6,100.0,2,0,1,-2,218,0,4,14.4,4.8,10,8,0,12,11,0,10.8,61,22,50,2,8,8,0,21.3,0.414,8.79,0.218,0.0,1.15,35.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
58,9.5,15.2,0,0,1,0,398,0,3,22.7,9.5,8,4,0,4,7,0,6.8,50,29,136,3,88,8,0,35.2,0.905,6.59,0.413,0.0,19.98,23.0,80.0,0,1,0,0,0,0,0,0,0,0,1,0,Low
54,5.2,100.0,4,0,1,0,154,0,5,13.4,0.6,10,6,0,9,9,0,7.6,49,16,182,3,114,6,0,23.8,0.097,9.73,0.248,0.0,15.28,23.0,106.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
33,3.0,50.6,1,1,2,0,506,3,4,22.9,3.0,10,9,0,11,9,0,6.5,11,32,129,1,2,16,0,19.9,0.75,11.33,1.431,0.75,0.46,-18.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
48,2.5,53.9,1,0,1,-2,173,4,3,15.9,2.5,10,7,0,6,9,0,7.0,52,11,60,4,148,10,0,28.0,0.714,7.19,0.279,1.143,23.53,26.0,140.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
43,8.4,31.8,2,2,0,0,176,0,2,16.6,0.8,10,6,0,11,12,0,6.0,0,30,106,7,8,6,0,27.6,0.085,3.89,3.32,0.0,1.33,-26.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
36,10.4,44.8,2,0,0,0,395,1,4,15.4,10.4,10,8,0,8,6,0,6.0,67,16,46,2,124,15,0,21.1,0.912,11.09,0.214,0.088,19.1,40.0,116.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
38,3.9,34.7,0,2,1,0,224,0,1,10.3,3.9,10,4,52,12,7,1,12.4,46,40,130,3,1,8,0,22.5,0.796,2.2,0.202,0.0,0.1,20.0,-7.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
32,6.0,66.8,2,0,0,-1,605,2,1,22.9,6.0,10,5,0,8,8,0,7.1,18,22,80,4,78,7,0,23.5,0.857,2.08,0.996,0.286,17.86,-9.0,70.0,1,0,0,0,0,0,0,0,0,0,1,0,Low
39,16.1,44.8,2,2,0,-1,270,0,4,23.5,10.7,12,7,0,10,8,0,6.0,53,35,160,3,3,11,0,25.2,0.626,9.94,0.405,0.0,0.7,26.0,-5.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
35,3.0,36.8,0,0,3,0,148,2,4,13.1,1.7,8,5,0,11,8,0,8.9,15,48,111,4,70,17,0,28.6,0.425,11.56,0.655,0.5,9.17,-14.0,62.0,1,0,0,0,0,0,0,0,0,0,0,1,Medium
33,5.2,56.6,4,0,0,1,512,3,2,23.4,3.9,8,8,0,10,10,0,6.0,0,27,158,2,23,7,0,24.6,0.629,4.16,4.68,0.484,5.38,-26.0,15.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
35,14.0,55.9,2,1,0,2,420,0,4,18.9,2.2,12,6,51,13,11,1,7.3,6,52,142,4,2,12,0,24.9,0.147,10.26,1.718,0.0,0.38,-20.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,High
37,18.1,59.7,0,0,0,0,629,3,4,14.9,1.4,10,6,0,7,5,0,6.0,19,47,295,3,2,22,0,31.3,0.073,12.54,0.621,0.157,0.3,-8.0,-6.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
31,2.0,77.1,1,0,2,-1,654,1,1,18.8,2.0,8,5,0,8,13,0,9.3,42,19,55,2,3,11,0,28.4,0.667,2.48,0.4,0.333,0.56,15.0,-5.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
34,3.1,42.0,0,2,0,0,171,2,2,9.7,3.1,8,9,0,11,7,0,6.3,1,29,71,6,31,12,0,22.1,0.756,5.13,1.617,0.488,3.01,-28.0,23.0,0,0,0,0,0,1,0,0,1,0,0,0,Low
29,2.0,17.4,2,1,0,0,164,2,1,16.4,2.0,10,7,0,11,12,0,6.1,13,28,80,4,4,8,0,19.1,0.667,2.2,0.911,0.667,0.66,-13.0,-4.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
38,4.1,42.4,1,0,1,0,340,2,3,19.8,2.7,10,8,15,9,6,1,12.6,63,40,69,3,159,12,1,24.1,0.529,7.69,0.291,0.392,31.48,36.0,151.0,0,1,0,0,0,0,1,0,0,0,0,0,High
27,8.6,76.6,1,3,0,0,587,1,5,10.8,8.6,8,5,0,10,6,0,8.6,0,50,194,7,1,15,0,24.9,0.896,13.86,2.16,0.104,0.11,-26.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
34,3.0,8.4,0,0,0,-1,156,1,3,15.7,2.4,12,6,28,12,15,1,9.7,54,25,167,3,4,18,0,28.6,0.6,8.83,0.266,0.25,0.63,28.0,-4.0,0,1,0,0,0,0,0,1,0,0,0,0,High
34,3.1,26.1,1,2,0,0,284,0,5,23.8,1.9,12,5,51,9,4,1,10.7,0,18,71,5,113,14,0,30.5,0.463,13.54,4.76,0.0,26.89,-26.0,105.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
29,9.1,76.7,1,0,0,2,302,1,2,35.0,7.6,8,7,0,7,6,0,6.0,55,19,268,3,8,19,0,23.3,0.752,5.99,0.583,0.099,2.8,29.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
31,2.0,60.4,0,0,0,0,326,0,5,21.9,2.0,8,6,0,8,5,0,8.0,71,36,143,4,1,8,0,37.2,0.667,10.99,0.288,0.0,0.22,45.0,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
29,5.2,100.0,1,0,0,-1,623,1,1,8.9,4.0,14,6,0,8,8,0,6.0,0,31,147,5,31,6,0,24.3,0.645,1.95,1.78,0.161,2.76,-26.0,23.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
31,11.6,100.0,3,1,0,0,676,2,3,22.9,6.0,10,4,0,13,9,0,7.6,0,9,73,4,82,7,0,24.3,0.476,6.24,4.58,0.159,18.78,-26.0,74.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
30,2.1,57.8,2,0,0,0,376,2,1,12.8,2.1,8,7,0,10,6,0,6.2,56,39,47,6,2,13,1,31.5,0.677,2.64,0.21,0.645,0.26,29.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,Medium
43,3.9,35.0,0,0,1,2,183,1,4,7.2,3.9,8,4,0,6,5,0,7.2,52,39,134,4,129,5,0,34.8,0.796,7.17,0.126,0.204,9.29,25.0,121.0,0,0,0,1,0,0,1,0,0,0,0,0,Low
37,18.4,61.7,0,0,0,-1,181,1,3,22.1,2.6,16,5,0,16,13,0,6.5,33,25,192,4,2,11,0,31.7,0.134,7.45,0.582,0.052,0.44,7.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
34,3.0,13.3,1,3,0,0,110,1,4,13.7,2.6,8,8,0,11,7,0,7.9,53,18,248,5,8,4,0,31.5,0.65,6.44,0.236,0.25,1.1,24.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,Low
40,22.0,43.5,1,2,0,0,332,0,1,26.3,10.9,8,6,0,13,11,0,6.0,16,41,89,6,8,24,0,31.7,0.474,3.22,1.252,0.0,2.1,-10.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,High
31,2.0,44.9,2,0,0,0,409,2,5,19.2,2.0,14,6,0,9,6,0,8.4,18,23,133,3,46,14,0,30.6,0.667,13.54,0.835,0.667,8.83,-8.0,38.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
36,15.7,8.8,4,5,1,1,114,3,4,19.7,10.3,12,7,0,7,11,0,6.3,5,39,187,2,0,22,0,29.6,0.617,12.54,1.97,0.18,0.0,-24.0,-8.0,1,0,0,0,0,0,0,0,1,0,0,0,High
42,5.1,50.4,2,3,0,0,42,2,1,11.8,3.1,10,7,25,11,17,1,11.9,0,22,80,3,8,12,0,22.5,0.508,2.56,2.36,0.328,0.94,-26.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
58,28.2,100.0,1,1,0,-1,572,2,4,22.0,5.4,8,9,0,11,8,0,9.4,27,32,135,0,118,15,0,30.0,0.185,11.09,0.688,0.068,25.96,1.0,110.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,14.4,57.0,2,0,0,0,126,1,4,23.1,2.3,10,4,0,9,8,0,7.7,62,26,77,3,2,12,0,24.2,0.149,10.26,0.345,0.065,0.46,36.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
33,3.0,84.0,1,3,0,-1,449,2,3,18.4,3.0,10,6,0,6,3,0,9.0,52,36,101,1,1,13,0,24.7,0.75,7.92,0.323,0.5,0.18,25.0,-7.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
33,3.2,61.4,1,2,0,2,178,0,5,13.2,3.2,10,9,0,5,6,0,8.7,0,42,131,2,0,7,0,27.8,0.762,10.4,2.64,0.0,0.0,-29.0,-8.0,0,0,0,0,0,1,0,0,1,0,0,0,Low
38,4.0,26.6,1,0,0,0,656,0,5,9.9,1.4,10,6,25,10,8,1,11.2,55,39,95,1,3,11,0,31.2,0.28,12.42,0.165,0.0,0.3,28.0,-5.0,0,0,0,0,1,0,0,0,0,1,0,0,Medium
49,14.0,85.8,2,1,1,0,274,0,1,10.8,0.7,10,7,0,9,7,0,7.6,8,14,111,3,1,22,0,32.9,0.047,3.14,0.831,0.0,0.11,-19.0,-7.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
51,28.6,9.2,0,2,0,0,433,0,3,21.7,2.5,12,10,18,8,12,1,9.8,61,33,240,5,8,8,0,30.2,0.084,6.59,0.329,0.0,1.74,32.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,High
42,5.0,60.4,2,2,0,0,419,1,1,26.8,2.6,10,5,0,7,9,0,8.6,0,39,85,2,4,19,1,31.5,0.433,3.0,5.36,0.167,1.07,-26.0,-4.0,1,0,0,0,0,0,0,1,0,0,0,0,High
35,11.1,88.4,4,4,0,1,106,2,3,17.8,1.7,10,9,0,8,8,0,6.7,38,53,67,3,4,8,0,22.2,0.14,6.59,0.414,0.165,0.71,12.0,-4.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
53,8.1,7.2,0,2,1,0,393,0,3,15.8,8.1,10,7,0,12,10,0,6.0,11,25,154,3,3,6,0,28.2,0.89,5.84,0.988,0.0,0.47,-16.0,-5.0,0,0,0,0,1,0,1,0,0,0,0,0,Low
39,12.0,70.2,0,1,0,0,155,2,2,8.8,12.0,12,6,61,10,9,1,6.0,6,31,185,2,15,11,0,39.0,0.923,4.97,0.8,0.154,1.32,-20.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,High
34,3.0,85.8,2,2,0,2,496,0,3,17.5,3.0,12,9,0,9,8,0,6.7,0,22,77,5,0,9,0,31.1,0.75,6.91,3.5,0.0,0.0,-26.0,-8.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
30,10.8,8.7,0,0,0,0,118,1,5,25.0,3.6,12,7,0,10,8,0,6.0,52,29,218,2,16,5,0,22.5,0.305,8.96,0.439,0.085,4.0,26.0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
